"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"SVLF","LFR","La Fria Airport","","Tachira","VE",305,8.23917,-72.27103,"America/Caracas",""
"SVLG","","Las Majaguas Airport","","Portuguesa","VE",793,9.65,-68.98333,"America/Caracas",""
"SVLH","","Las Delicias Airport","Banco del Medio","Apure","VE",373,7.16667,-69.38333,"America/Caracas",""
"SVLI","","La Alcancia Airport","","Apure","VE",46,7.3,-67.33334,"America/Caracas",""
"SVLJ","","La Vieja Airport","La Ceiba","Anzoategui","VE",1262,9.68333,-64.18333,"America/Caracas",""
"SVLK","","Hato Macolla Airport","","Apure","VE",296,6.16667,-69.16666,"America/Caracas",""
"SVLL","","Callejas Airport","Callejas","Barinas","VE",209,8.00833,-69.62666,"America/Caracas",""
"SVLM","","Las Flores Airport","","Monagas","VE",118,9.49794,-62.90131,"America/Caracas",""
"SVLN","","La Candelaria Airport","","Falcon","VE",420,10.7267,-68.3335,"America/Caracas",""
"SVLO","","La Orchila Airport","","Dependencias-Federales","VE",5,11.8072,-66.1796,"America/Caracas",""
"SVLP","","Las Lagunitas Airport","","Apure","VE",344,6.93333,-68.36667,"America/Caracas",""
"SVLS","","Las Corobas Airport","","Apure","VE",295,6.76667,-68.35,"America/Caracas",""
"SVLT","","La Argentina Airport","","Apure","VE",270,7.58333,-69.18333,"America/Caracas",""
"SVLU","","El Lechozo Airport","El Lechozo","Guarico","VE",529,9.3,-66.67833,"America/Caracas",""
"SVLW","","Los Aguacates Airport","","Carabobo","VE",1540,10.06833,-68.02167,"America/Caracas",""
"SVLX","","La Yaguita Airport","","Apure","VE",295,6.96667,-69.35,"America/Caracas",""
"SVLY","","La Yagua Airport","","Apure","VE",393,7.28333,-68.53333,"America/Caracas",""
"SVLZ","","Las Cruces Airport","","Portuguesa","VE",494,8.32888,-68.752,"America/Caracas",""
"SVMA","","La Mona Airport","","Carabobo","VE",2140,10.1432,-68.1979,"America/Caracas",""
"SVMB","","El Embrujo Airport","","Guarico","VE",720,8.67167,-66.505,"America/Caracas",""
"SVMC","MAR","La Chinita International Airport","Maracaibo","Zulia","VE",239,10.55821,-71.72786,"America/Caracas",""
"SVMD","MRD","Alberto Carnevalli Airport","Merida","Merida","VE",5007,8.58208,-71.16104,"America/Caracas",""
"SVME","","Mapire Airport","","Anzoategui","VE",196,7.73863,-64.7195,"America/Caracas",""
"SVMF","","Mata Charo Airport","","Barinas","VE",377,8.53333,-69.95,"America/Caracas",""
"SVMG","PMV","Del Caribe Santiago Marino International Airport","Isla Margarita","Nueva-Esparta","VE",74,10.9126,-63.9666,"America/Caracas",""
"SVMH","","Macanillal Airport","","Apure","VE",426,7.31667,-68.0,"America/Caracas",""
"SVMI","CCS","Maiquetia (Simon Bolivar Internacional) Airport","Caracas","Vargas","VE",235,10.60312,-66.99059,"America/Caracas",""
"SVMJ","","Hacienda Las Lomas Airport","","Yaracuy","VE",214,10.59833,-68.535,"America/Caracas",""
"SVMK","","El Milagro Cojedes Airport","","Cojedes","VE",262,9.23,-67.97,"America/Caracas",""
"SVML","","El Milagro Sureste Airport","","Apure","VE",230,7.26667,-67.28333,"America/Caracas",""
"SVMM","","Mamon Airport","","Falcon","VE",151,11.26667,-70.25,"America/Caracas",""
"SVMN","","Mene Grande Airport","Mene Grande","Zulia","VE",90,9.80316,-70.8922,"America/Caracas",""
"SVMO","","El Milagro Oeste Airport","","Apure","VE",295,7.68333,-68.18333,"America/Caracas",""
"SVMP","","Metropolitano Airport","","Miranda","VE",574,10.13317,-66.78783,"America/Caracas",""
"SVMQ","","Fundo la Marquesena Airport","","Barinas","VE",646,8.84167,-70.03333,"America/Caracas",""
"SVMS","","Guasimal Airport","","Apure","VE",328,7.71667,-67.98333,"America/Caracas",""
"SVMT","MUN","Maturin Airport","","Anzoategui","VE",224,9.75453,-63.1474,"America/Caracas",""
"SVMV","","Maroa Airport","","Amazonas","VE",501,2.6925,-67.5189,"America/Caracas",""
"SVMW","","Los Malabares Airport","","Tachira","VE",98,7.61667,-72.45,"America/Caracas",""
"SVMX","","Mata Airport","Las Fernandez","Anzoategui","VE",695,9.2,-64.05,"America/Caracas",""
"SVMY","","Manapiare Airport","","Amazonas","VE",656,5.30833,-66.05,"America/Caracas",""
"SVMZ","","Mantecal Airport","Mantecal","Apure","VE",295,7.55758,-69.1416,"America/Caracas",""
"SVNA","","Macana Airport","","Zulia","VE",200,9.92302,-72.0805,"America/Caracas",""
"SVNB","","Maripa Airport","","Bolivar","VE",200,7.4,-65.18333,"America/Caracas",""
"SVNE","","Las Mercedes Airport","","Barinas","VE",492,7.76667,-70.26667,"America/Caracas",""
"SVNF","","Morichitos Airport","Morichito","Apure","VE",210,7.38333,-68.83334,"America/Caracas",""
"SVNG","","El Mango Airport","","Zulia","VE",393,10.28333,-72.46667,"America/Caracas",""
"SVNJ","","Morichito II Airport","","Guarico","VE",361,8.96667,-66.08334,"America/Caracas",""
"SVNK","","Hato Mikitole Airport","","Anzoategui","VE",328,8.41778,-63.56778,"America/Caracas",""
"SVNP","","Marisol Airport","","Portuguesa","VE",328,9.13333,-69.055,"America/Caracas",""
"SVNR","","El Morichal Airport","","Apure","VE",492,6.98333,-68.63333,"America/Caracas",""
"SVNT","","Mata de Turagua Airport","La Guarandinga","Apure","VE",354,7.7,-69.3,"America/Caracas",""
"SVNV","","Las Nieves Airport","","Bolivar","VE",866,6.58333,-66.2,"America/Caracas",""
"SVNX","","Morichal Airport","","Monagas","VE",272,8.82815,-63.095,"America/Caracas",""
"SVOA","","San Lorenzo De Barinas Airport","","Barinas","VE",374,8.28472,-69.91666,"America/Caracas",""
"SVOB","","San Lorenzo De Falcon Airport","","Falcon","VE",137,11.05,-68.48333,"America/Caracas",""
"SVOC","","San Luis Capanaparo Airport","","Apure","VE",202,6.96667,-68.33334,"America/Caracas",""
"SVOD","","Santa Ana Airport","","Barinas","VE",262,7.98333,-67.65,"America/Caracas",""
"SVOE","","Sabaneta Airport","Sabaneta","Barinas","VE",530,8.74414,-69.9138,"America/Caracas",""
"SVOF","","Santa Barbara de Monagas Airport","","Monagas","VE",804,9.6985,-63.6223,"America/Caracas",""
"SVOG","","Santa Barbara del Amazonas Airport","","Amazonas","VE",328,3.94167,-67.07833,"America/Caracas",""
"SVOH","","San Silvestre Airport","","Barinas","VE",350,8.35,-70.05,"America/Caracas",""
"SVOI","","Los Indios Airport","","Apure","VE",328,7.3,-68.06667,"America/Caracas",""
"SVOJ","","Ojo de Agua Airport","","Barinas","VE",328,8.06667,-70.18333,"America/Caracas",""
"SVOK","","Oritupano Airport","","Monagas","VE",485,9.06167,-63.445,"America/Caracas",""
"SVOL","","San Roque Airport","Santa Ana","Anzoategui","VE",590,9.31667,-64.63333,"America/Caracas",""
"SVON","CBS","Oro Negro Airport","Cabimas","Zulia","VE",164,10.3307,-71.3225,"America/Caracas",""
"SVOO","","Hato El Rosero Airport","","Apure","VE",262,7.65,-69.41666,"America/Caracas",""
"SVOP","","Los Oripopos Airport","","Apure","VE",278,7.6,-68.43333,"America/Caracas",""
"SVOQ","","Santa Monica Airport","","Guarico","VE",836,8.66667,-67.66666,"America/Caracas",""
"SVOR","","San Ramon Airport","","Guarico","VE",231,8.09167,-66.42167,"America/Caracas",""
"SVOS","","Los Cocos Airport","","Apure","VE",328,7.46667,-68.66666,"America/Caracas",""
"SVOT","","San Pablo De Barinas Airport","","Barinas","VE",390,7.76667,-70.63333,"America/Caracas",""
"SVOW","","Coco de Mono Airport","","Apure","VE",380,7.2,-68.51667,"America/Caracas",""
"SVOZ","","San Pablo Paeno Airport","","Apure","VE",209,7.78333,-68.5,"America/Caracas",""
"SVPA","PYH","Cacique Aramare Airport","","Amazonas","VE",245,5.61999,-67.6061,"America/Caracas",""
"SVPB","","Punta Brava Airport","","","VE",19,10.7839,-68.3437,"America/Caracas",""
"SVPC","PBL","General Bartolome Salom International Airport","","Carabobo","VE",32,10.4805,-68.073,"America/Caracas",""
"SVPD","","Hato La Ponderosa Airport","","Apure","VE",257,7.1,-67.9,"America/Caracas",""
"SVPE","PDZ","Pedernales Airport","","Delta-Amacuro","VE",25,9.97924,-62.2286,"America/Caracas",""
"SVPF","","Pariaguan Airport","Pariaguan","Anzoategui","VE",787,8.81912,-64.7397,"America/Caracas",""
"SVPG","","El Progreso Airport","","Apure","VE",984,7.13333,-68.58334,"America/Caracas",""
"SVPH","PPH","Perai Tepuy Airport","","Bolivar","VE",2797,4.56667,-61.48333,"America/Caracas",""
"SVPI","","El Pauji Airport","","Bolivar","VE",2716,4.46667,-61.59333,"America/Caracas",""
"SVPJ","","Pesurca Airport","","Apure","VE",726,6.28333,-69.31667,"America/Caracas",""
"SVPK","","Las Palmeras Airport","","Apure","VE",262,7.63333,-69.36667,"America/Caracas",""
"SVPL","","El Pueblito Airport","","Bolivar","VE",1050,7.81667,-62.71667,"America/Caracas",""
"SVPM","SCI","Paramillo Airport","","Tachira","VE",3314,7.80132,-72.2029,"America/Caracas",""
"SVPN","","Espino Airport","","Guarico","VE",689,8.5635,-66.0183,"America/Caracas",""
"SVPO","","Hato El Porvenir Airport","","Apure","VE",295,7.55,-68.25,"America/Caracas",""
"SVPP","","Luepa Airport","","Bolivar","VE",4250,5.79268,-61.4402,"America/Caracas",""
"SVPQ","","El Pardillero Airport","","Barinas","VE",2001,8.59827,-69.7608,"America/Caracas",""
"SVPR","PZO","General Manuel Carlos Piar International Airport","Puerto Ordaz-Ciudad Guayana","Bolivar","VE",472,8.28853,-62.7604,"America/Caracas",""
"SVPS","","Hacienda La Pastora Airport","San Pedro","Lara","VE",1084,9.89,-70.12167,"America/Caracas",""
"SVPT","PTM","Palmarito Airport","Palmarito","Apure","VE",347,7.56667,-70.1833,"America/Caracas",""
"SVPU","","La Paragua Airport","","Bolivar","VE",797,6.85,-63.31667,"America/Caracas",""
"SVPV","","Pedraza La Vieja Airport","Pedraza La Vieja","Barinas","VE",554,7.91667,-71.03333,"America/Caracas",""
"SVPW","","Pelayo Airport","","Anzoategui","VE",574,9.0,-63.66667,"America/Caracas",""
"SVPX","","El Pinal Airport","","Apure","VE",268,7.36667,-68.68333,"America/Caracas",""
"SVPY","","Palma Sola Airport","","Carabobo","VE",32,10.49,-68.175,"America/Caracas",""
"SVPZ","","La Paz Airport","","Apure","VE",344,7.48833,-68.99333,"America/Caracas",""
"SVQA","","Santa Rosalia Airport","","Bolivar","VE",446,7.46667,-65.56667,"America/Caracas",""
"SVQB","","Santa Elena de Rio Claro Airport","","Apure","VE",219,7.05,-67.76667,"America/Caracas",""
"SVQC","","Santa Maria La Tigra Airport","","Bolivar","VE",164,6.5,-67.13333,"America/Caracas",""
"SVQD","","Santa Juana Airport","","Guarico","VE",705,8.95833,-65.13834,"America/Caracas",""
"SVQI","","Tucupido Airport","","Guarico","VE",377,9.35,-65.8,"America/Caracas",""
"SVQJ","","La Trinidad De Apure Airport","La Trinidad","Apure","VE",267,7.23333,-69.1,"America/Caracas",""
"SVQK","","Tierra Negra Airport","","Guarico","VE",924,9.67833,-66.16333,"America/Caracas",""
"SVQL","","Tocomita Airport","Guri","Bolivar","VE",590,7.75776,-63.0823,"America/Caracas",""
"SVQN","","Torunos Airport","","Barinas","VE",337,8.31667,-70.05,"America/Caracas",""
"SVQO","","Tocuyito Airport","","Carabobo","VE",1710,10.0823,-68.119,"America/Caracas",""
"SVQP","","Miquelon Airport","","Zulia","VE",18,9.05,-71.36806,"America/Caracas",""
"SVQQ","","Los Conucos Airport","","Anzoategui","VE",262,9.85,-65.31667,"America/Caracas",""
"SVQR","","Santa Rita Airport","El Diero","Apure","VE",367,7.51667,-68.68333,"America/Caracas",""
"SVQS","","Santa Rita Airport","","Apure","VE",210,7.66667,-66.8,"America/Caracas",""
"SVQT","","Los Quitasoles Airport","","Apure","VE",492,7.63333,-69.925,"America/Caracas",""
"SVQU","","Santa Rosa de Guanare Airport","San Isidro","Portuguesa","VE",429,8.74958,-69.7225,"America/Caracas",""
"SVQW","","Tamatal Airport","","Guarico","VE",379,8.83333,-66.36667,"America/Caracas",""
"SVQX","","Tamayare Airport","El Paso","Lara","VE",2100,10.56667,-70.13333,"America/Caracas",""
"SVQY","","Tapaquire Airport","","Bolivar","VE",475,7.91,-64.05833,"America/Caracas",""
"SVQZ","","Santa Rosa de Barinas Airport","","Barinas","VE",354,8.43333,-69.73333,"America/Caracas",""
"SVRA","","Rio de Agua Airport","","Sucre","VE",33,10.5717,-62.9923,"America/Caracas",""
"SVRB","","Cumarebo Airport","","Falcon","VE",26,11.48667,-69.355,"America/Caracas",""
"SVRC","","El Rocio Airport","","Falcon","VE",328,10.78333,-68.55,"America/Caracas",""
"SVRE","","Aracay Abajo Airport","","Guarico","VE",420,8.39333,-65.86667,"America/Caracas",""
"SVRG","","Rancho Grande de Apure Airport","La Leona","Apure","VE",918,7.35,-69.35,"America/Caracas",""
"SVRH","","Rancho Grande de Tachira Airport","","Tachira","VE",315,7.61667,-71.98333,"America/Caracas",""
"SVRI","","Riecito Airport","Cano Riecito","Apure","VE",442,6.78406,-68.8651,"America/Caracas",""
"SVRK","","Los Arrecifes Airport","","Guarico","VE",328,9.16667,-67.75,"America/Caracas",""
"SVRL","","San Pancracio Airport","","Barinas","VE",2034,8.51667,-69.64167,"America/Caracas",""
"SVRM","","Hato La Romerena Airport","","Guarico","VE",665,9.5,-67.66666,"America/Caracas",""
"SVRN","","El Terron Airport","","Monagas","VE",376,9.38333,-63.26667,"America/Caracas",""
"SVRO","","El Rosario Airport","","Sucre","VE",693,10.43667,-63.91667,"America/Caracas",""
"SVRQ","","Rosetta Airport","","Amazonas","VE",550,5.43333,-66.13417,"America/Caracas",""
"SVRR","","Carrao Airport","","Bolivar","VE",1542,5.96667,-62.25,"America/Caracas",""
"SVRS","LRV","Gran Roque Airport","Los Roques","Dependencias-Federales","VE",17,11.95,-66.67,"America/Caracas",""
"SVRT","","Corocito Airport","","Apure","VE",354,7.05,-68.56667,"America/Caracas",""
"SVRU","","Roblecito Airport","","Guarico","VE",459,9.20022,-66.31111,"America/Caracas",""
"SVRW","","Rosario Airport","","Zulia","VE",118,9.2,-72.38333,"America/Caracas",""
"SVRX","","Hacienda Rio Yaza Airport","","Zulia","VE",492,9.84347,-72.5472,"America/Caracas",""
"SVRY","","El Merey Airport","","Bolivar","VE",242,8.16667,-62.83333,"America/Caracas",""
"SVRZ","","El Corozo Airport","","Guarico","VE",590,8.46667,-66.03333,"America/Caracas",""
"SVSA","SVZ","San Antonio Del Tachira Airport","","Tachira","VE",1312,7.84083,-72.4397,"America/Caracas",""
"SVSB","SBB","Santa Barbara de Barinas Airport","Santa Barbara","Barinas","VE",590,7.80351,-71.16572,"America/Caracas",""
"SVSC","","San Carlos Rio Negro Airport","","Amazonas","VE",367,1.91667,-67.05,"America/Caracas",""
"SVSD","","Sabana Dulce Airport","","Portuguesa","VE",390,8.81667,-69.63333,"America/Caracas",""
"SVSE","SNV","Santa Elena de Uairen Airport","","Bolivar","VE",2938,4.555,-61.15,"America/Caracas",""
"SVSF","","San Antonio De Falcon Airport","","Falcon","VE",26,11.05,-68.385,"America/Caracas",""
"SVSG","","San Antonio De Barinas Airport","Barinas","Barinas","VE",460,8.56667,-70.05,"America/Caracas",""
"SVSH","","San Juan De Rio Claro Airport","","Apure","VE",144,7.18417,-67.16805,"America/Caracas",""
"SVSI","","Agropecuaria San Francisco Airport","","Cojedes","VE",249,8.95,-68.08334,"America/Caracas",""
"SVSJ","","Central Bolivar Airport","","Zulia","VE",39,8.91667,-71.93333,"America/Caracas",""
"SVSK","","Nuestra Senora del Socorro Airport","","Cojedes","VE",485,9.77833,-68.175,"America/Caracas",""
"SVSL","","Hacienda Santa Elena de Mirand Airport","","Miranda","VE",233,10.31667,-66.3,"America/Caracas",""
"SVSM","","Fundo Santa Maria Airport","","Barinas","VE",400,8.32167,-70.24667,"America/Caracas",""
"SVSN","","Los Siete Samanes Airport","","Guarico","VE",394,8.87564,-66.8399,"America/Caracas",""
"SVSO","STD","Mayor Buenaventura Vivas International Airport","Santo Domingo","Tachira","VE",1083,7.56538,-72.0351,"America/Caracas",""
"SVSP","SNF","Sub Teniente Nestor Arias Airport","San Felipe","Yaracuy","VE",761,10.2787,-68.7552,"America/Caracas",""
"SVSQ","","San Leonardo Airport","","Apure","VE",222,7.03333,-68.33334,"America/Caracas",""
"SVSR","SFD","San Fernando De Apure Airport","Inglaterra","Apure","VE",154,7.88332,-67.444,"America/Caracas",""
"SVSS","","Hacienda San Jose Airport","San Jose de Trujillo","Trujillo","VE",98,9.46667,-71.03333,"America/Caracas",""
"SVST","SOM","San Tome Airport","","Anzoategui","VE",861,8.94515,-64.15108,"America/Caracas",""
"SVSU","","San Benito Airport","","Zulia","VE",75,10.30222,-72.05222,"America/Caracas",""
"SVSW","","San Francisco De Carabobo Airport","","Carabobo","VE",1484,10.10222,-68.08334,"America/Caracas",""
"SVSX","","San Juan de los Cayos Airport","","Falcon","VE",165,11.175,-68.42167,"America/Caracas",""
"SVSY","","San Francisco de Merida Airport","","Zulia","VE",99,8.8,-71.58334,"America/Caracas",""
"SVSZ","STB","Santa Barbara del Zulia Airport","","Zulia","VE",32,8.97455,-71.94325,"America/Caracas",""
"SVTB","","Turapa Airport","","Bolivar","VE",390,7.4,-64.36667,"America/Caracas",""
"SVTC","TUV","Tucupita Airport","Tucupita","Delta-Amacuro","VE",16,9.08899,-62.09417,"America/Caracas",""
"SVTD","","La Estacada Airport","La Estacada","Apure","VE",360,7.4,-69.06667,"America/Caracas",""
"SVTE","","Antabare Airport","","Bolivar","VE",1204,6.48333,-62.88333,"America/Caracas",""
"SVTF","","La Trinidad de Ferro Airport","","Apure","VE",393,7.4,-67.95,"America/Caracas",""
"SVTG","","La Tigra Airport","","Apure","VE",360,7.63333,-68.7,"America/Caracas",""
"SVTJ","","Central Matilde Airport","central Matilde","Yaracuy","VE",866,10.1579,-68.8616,"America/Caracas",""
"SVTK","","La Trinidad de Orichuna Airport","L Trinidad de Orichuna","Apure","VE",328,7.13833,-69.775,"America/Caracas",""
"SVTL","","La Centella Airport","","Bolivar","VE",839,6.94167,-65.89167,"America/Caracas",""
"SVTM","TMO","Tumeremo Airport","","Bolivar","VE",345,7.25,-61.43333,"America/Caracas",""
"SVTN","","La Trinidad de Barinas Airport","","Barinas","VE",150,8.13333,-68.66666,"America/Caracas",""
"SVTO","","El Toco Airport","El Toco","Anzoategui","VE",392,9.2,-64.85,"America/Caracas",""
"SVTP","","Playa Pintada Airport","","","VE",9,10.13333,-65.44167,"America/Caracas",""
"SVTR","","Temblador Airport","","Monagas","VE",104,9.01667,-62.73333,"America/Caracas",""
"SVTT","","La Torta Airport","","Guarico","VE",672,9.51126,-66.5539,"America/Caracas",""
"SVTU","","Turagua Airport","Turagua","Apure","VE",338,7.78333,-69.23333,"America/Caracas",""
"SVTV","","Turen Airport","","Portuguesa","VE",521,9.25,-69.13333,"America/Caracas",""
"SVTY","","Toromacho Airport","Las Mercedes del Llano","Guarico","VE",450,9.13083,-66.39115,"America/Caracas",""
"SVUA","","Mayupa Airport","","Bolivar","VE",1672,6.15,-62.7,"America/Caracas",""
"SVUK","","San Ignacio Airport","","Cojedes","VE",426,9.45,-68.36667,"America/Caracas",""
"SVUM","URM","Uriman Airport","","Bolivar","VE",1148,5.33333,-62.76667,"America/Caracas",""
"SVUP","","Upata Airport","","Bolivar","VE",1056,7.97994,-62.3228,"America/Caracas",""
"SVUQ","","Uon Quen Airport","","Bolivar","VE",2820,4.98333,-61.72833,"America/Caracas",""
"SVUY","","Uruyen Airport","","Bolivar","VE",1476,5.68005,-62.4572,"America/Caracas",""
"SVVA","VLN","Arturo Michelena International Airport","Valencia","Carabobo","VE",1411,10.14973,-67.9284,"America/Caracas",""
"SVVB","","Bajo Verde Airport","","Guarico","VE",492,9.05139,-66.4675,"America/Caracas",""
"SVVD","","Valle Grande Airport","","Guarico","VE",631,8.26667,-67.16666,"America/Caracas",""
"SVVG","VIG","Juan Pablo Perez Alfonso Airport","El Vigia","Merida","VE",250,8.62414,-71.67267,"America/Caracas",""
"SVVH","","Valle Hondo Airport","","Monagas","VE",301,9.36667,-62.91667,"America/Caracas",""
"SVVK","","La Verdad Airport","Las Queseritas","Apure","VE",236,7.13333,-69.05,"America/Caracas",""
"SVVL","VLV","Dr. Antonio Nicolas Briceno Airport","Valera","Trujillo","VE",2060,9.34048,-70.58406,"America/Caracas",""
"SVVM","","Buena Vista del Cano Medio Airport","","Cojedes","VE",475,6.91667,-68.15,"America/Caracas",""
"SVVP","VDP","Valle de La Pascua Airport","","Guarico","VE",410,9.22203,-65.99358,"America/Caracas",""
"SVVQ","","Venelac  Airport","Quebrada Arriba","Lara","VE",1969,10.2428,-70.5018,"America/Caracas",""
"SVVR","","Hato La Vergarena Airport","","Monagas","VE",1082,6.83333,-63.58333,"America/Caracas",""
"SVVS","","Villa del Rosario Airport","","Zulia","VE",259,10.31667,-72.3,"America/Caracas",""
"SVVV","","Venepal Airport","","Carabobo","VE",59,10.5402,-68.2454,"America/Caracas",""
"SVVX","","Los Venados Airport","","Bolivar","VE",621,6.56167,-66.00166,"America/Caracas",""
"SVWA","","Mata de Agua Airport","Santa Barbara","Apure","VE",226,7.31667,-67.90833,"America/Caracas",""
"SVWB","","La Bananera Airport","","","VE",49,10.4795,-68.4728,"America/Caracas",""
"SVWE","","Bella Vista Airport","","Barinas","VE",266,8.01167,-69.83167,"America/Caracas",""
"SVXF","","Hato Santa Clara Airport","","Apure","VE",393,7.15,-69.25,"America/Caracas",""
"SVYA","","Yaure Airport","","Barinas","VE",482,7.71667,-71.23333,"America/Caracas",""
"SVYG","","El Yagual Airport","","","VE",262,7.46667,-68.45,"America/Caracas",""
"SVYI","","El Yavi Airport","","Amazonas","VE",557,5.45833,-65.89833,"America/Caracas",""
"SVYP","","Yopita Airport","","Apure","VE",360,7.2,-69.31667,"America/Caracas",""
"SVYT","","Yutaje Airport","","Amazonas","VE",600,5.60978,-66.1104,"America/Caracas",""
"SWAA","","Fazenda Ykarai Airport","Nova Crixas","Goiás","BR",896,-14.54389,-50.59278,"America/Sao_Paulo",""
"SWAE","","Uaicas Airport","Alto Alegre","Roraima","BR",1083,3.545,-63.1822,"America/Boa_Vista",""
"SWAF","","Agroer Aviacao Agricola Airport","Rondonopolis","Mato Grosso do Sul","BR",827,-16.48389,-54.66722,"America/Cuiaba",""
"SWAH","","Agropecuaria Floresta Sao Joaquim Ltda Airport","Aripuana","Mato Grosso do Sul","BR",325,-10.14167,-60.65278,"America/Cuiaba",""
"SWAK","","Assuncao do Icana Airport","Sao Gabriel Da Cachoeira","Amazonas","BR",492,1.06639,-67.60056,"America/Manaus",""
"SWAN","","Arenapolis Airport","Arenapolis","Mato Grosso do Sul","BR",1329,-14.50028,-57.01722,"America/Cuiaba",""
"SWAO","","Anamoim Airport","Sao Gabriel Da Cachoeira","Amazonas","BR",335,1.79972,-67.3839,"America/Boa_Vista",""
"SWAP","","Fazenda Apemag Airport","Barra Do Bugres","Mato Grosso do Sul","BR",951,-15.33361,-57.31722,"America/Cuiaba",""
"SWAQ","","Erico Airport","Boa Vista","Roraima","BR",689,3.76333,-62.4094,"America/Boa_Vista",""
"SWAR","","Fazenda Aruana Airport","Ribeirao Cascalheira","Mato Grosso do Sul","BR",968,-13.08278,-51.58639,"America/Cuiaba",""
"SWAT","","Fazenda Cachoeira Airport","Alto Araguaia","Mato Grosso do Sul","BR",2795,-17.08917,-53.33167,"America/Cuiaba",""
"SWAU","","Fazenda Nossa Senhora Aparecida Airport","Pirajuba","Minas Gerais","BR",2592,-19.95,-48.58,"America/Sao_Paulo",""
"SWAV","","Fazenda Agua Verde Airport","Diamantino","Mato Grosso do Sul","BR",2037,-14.07278,-57.45472,"America/Cuiaba",""
"SWAY","","Araguaiana Airport","Araguaiana","Goiás","BR",994,-15.7239,-51.8364,"America/Sao_Paulo",""
"SWAZ","","Santo Atanazio Airport","Sao Gabriel Da Cachoeira","Amazonas","BR",394,0.39972,-69.30055,"America/Manaus",""
"SWBA","","Buriti Alegre Airport","Buriti Alegre","Goiás","BR",2848,-18.1256,-49.0428,"America/Sao_Paulo",""
"SWBB","","Barra do Bugres Airport","Barra Do Bugres","Mato Grosso do Sul","BR",722,-15.05861,-57.18306,"America/Cuiaba",""
"SWBC","BAZ","Barcelos Airport","Barcelos","Amazonas","BR",112,-0.98129,-62.9196,"America/Boa_Vista",""
"SWBF","","Fazenda Boa Fortuna Airport","Pium","Tocantins","BR",741,-10.005,-49.49194,"America/Araguaina",""
"SWBG","","Uniao do Vale Airport","Pontes E Lacerda","Mato Grosso do Sul","BR",810,-15.2,-59.38722,"America/Cuiaba",""
"SWBH","","Brejinho de Nazare Airport","Brejinho De Nazare","Tocantins","BR",869,-11.01694,-48.60056,"America/Araguaina",""
"SWBI","","Barreirinha Airport","Barreirinha","Amazonas","BR",69,-2.79242,-57.0579,"America/Manaus",""
"SWBJ","","Fazenda Itarema Airport","Canarana","Mato Grosso do Sul","BR",1339,-13.255,-52.04,"America/Cuiaba",""
"SWBL","","Balbina Airport","Presidente Figueiredo","Amazonas","BR",564,-1.92481,-59.4123,"America/Manaus",""
"SWBN","","Fazenda Barreirinhos Airport","Barao De Melgaco","Mato Grosso do Sul","BR",377,-16.94639,-56.39278,"America/Cuiaba",""
"SWBO","","Fazenda Sao Joao Airport","Campos Verdes","Goiás","BR",1542,-14.27472,-49.64917,"America/Araguaina",""
"SWBQ","","Barracao Queimado Airport","Vila Bela Da Santissima Trindade","Mato Grosso do Sul","BR",2067,-13.73361,-59.71722,"America/Cuiaba",""
"SWBR","RBB","Borba Airport","Borba","Amazonas","BR",293,-4.40634,-59.6024,"America/Boa_Vista",""
"SWBT","","Fazenda Beira Rio Airport","Nova Canaa Do Norte","Mato Grosso do Sul","BR",820,-10.37111,-55.81861,"America/Cuiaba",""
"SWBU","","Fazenda Fartura Baixao Novo Airport","Peixoto De Azevedo","Mato Grosso do Sul","BR",1214,-10.21556,-55.08306,"America/Cuiaba",""
"SWBV","","Auaris Airport","Boa Vista","Bolivar","BR",2336,4.01639,-64.51861,"America/Caracas",""
"SWBW","","Agro Pousadas do Guapore Airport","Vila Bela Da Santissima Trindade","Mato Grosso do Sul","BR",886,-14.76833,-60.03444,"America/Cuiaba",""
"SWBX","","Fazenda Santo Antonio do Paraiso Airport","Itiquira","Mato Grosso do Sul","BR",650,-17.49111,-55.22833,"America/Cuiaba",""
"SWBY","","Fazenda Goiasa Airport","Bom Jesus De Goias","Goiás","BR",1820,-18.05056,-49.70056,"America/Sao_Paulo",""
"SWBZ","","Jpo Airport","Sorriso","Mato Grosso do Sul","BR",1155,-12.60528,-55.76472,"America/Cuiaba",""
"SWCA","CAF","Carauari Airport","Carauari","Amazonas","BR",355,-4.87152,-66.8975,"America/Boa_Vista",""
"SWCB","","Campos Belos Airport","Campos Belos","Tocantins","BR",2198,-13.00889,-46.77472,"America/Araguaina",""
"SWCC","","Fazenda Curitiba Airport","Comodoro","Rondônia","BR",705,-13.6222,-60.60139,"America/Porto_Velho",""
"SWCD","","Fazenda Santa Monica Airport","Alexania","Goiás","BR",3888,-15.9353,-48.6466,"America/Sao_Paulo",""
"SWCE","","Fazenda Cedro Airport","Santo Antonio Do Leverger","Mato Grosso do Sul","BR",2310,-16.2043,-55.3987,"America/Cuiaba",""
"SWCF","","Fazenda Confap Airport","Comodoro","Mato Grosso do Sul","BR",673,-13.73028,-60.47861,"America/Cuiaba",""
"SWCG","","Fazenda Varjao Grande Airport","Cacu","Goiás","BR",2060,-18.4915,-51.2988,"America/Sao_Paulo",""
